ts;vOutsideTemp;vSupplyTemp;vReturnTemp;
29.04.2021 14:00:00;19.3;51.1;51.7;
29.04.2021 15:00:00;20.0;53.8;54.9;
29.04.2021 16:00:00;19.5;52.8;46.1;
29.04.2021 17:00:00;19.6;52.2;52.1;
29.04.2021 18:00:00;18.4;52.8;54.0;
29.04.2021 19:00:00;17.1;54.9;47.5;
29.04.2021 20:00:00;13.8;39.9;35.0;
29.04.2021 21:00:00;13.7;38.1;36.1;
29.04.2021 22:00:00;13.3;54.6;49.4;
29.04.2021 23:00:00;12.9;36.4;32.1;
30.04.2021 00:00:00;11.5;37.3;33.3;
30.04.2021 01:00:00;11.8;51.1;50.0;
30.04.2021 02:00:00;11.3;40.4;43.8;
30.04.2021 03:00:00;10.7;36.5;33.1;
30.04.2021 04:00:00;9.6;37.9;33.8;
30.04.2021 05:00:00;8.5;50.9;50.5;
30.04.2021 06:00:00;8.1;46.0;40.9;
30.04.2021 07:00:00;11.3;44.0;38.5;
30.04.2021 08:00:00;15.5;55.3;52.5;
30.04.2021 09:00:00;15.0;40.4;36.4;
30.04.2021 10:00:00;12.3;54.0;52.9;
30.04.2021 11:00:00;13.5;54.4;46.8;
30.04.2021 12:00:00;14.4;33.5;29.2;
30.04.2021 13:00:00;14.8;53.6;47.5;
30.04.2021 14:00:00;15.4;55.0;49.4;
30.04.2021 15:00:00;15.7;50.7;51.1;
30.04.2021 16:00:00;16.1;54.1;54.6;
30.04.2021 17:00:00;16.4;55.6;48.1;
30.04.2021 18:00:00;16.5;39.5;34.5;
30.04.2021 19:00:00;15.9;34.2;33.6;
30.04.2021 20:00:00;13.8;53.7;46.2;
30.04.2021 21:00:00;11.8;41.0;36.5;
30.04.2021 22:00:00;11.6;41.0;36.4;
30.04.2021 23:00:00;9.7;58.1;50.8;
